user_id,date,direction,internal,operator_id,is_missed_call,calls_count,call_duration,total_call_duration,period,wait_time
166377,2019-08-27,out,False,880028,False,20,2784,2979,2019-08-01,195
166377,2019-08-27,out,False,880028,False,20,2784,2979,2019-08-01,195
166377,2019-08-28,out,False,880026,True,11,0,129,2019-08-01,129
166377,2019-08-28,out,False,880026,False,16,1783,1868,2019-08-01,85
166377,2019-08-28,out,False,880028,False,19,1485,1777,2019-08-01,292
166377,2019-08-28,out,False,880028,True,29,0,993,2019-08-01,993
166377,2019-08-29,out,False,880026,False,22,3244,3396,2019-08-01,152
166377,2019-08-29,in,False,880026,False,1,48,52,2019-08-01,4
166377,2019-08-29,out,False,880028,True,16,0,662,2019-08-01,662
166377,2019-08-29,out,False,880026,True,23,0,321,2019-08-01,321
166377,2019-08-29,out,False,880028,False,25,2323,2595,2019-08-01,272
166377,2019-08-29,out,False,880028,False,25,2323,2595,2019-08-01,272
166377,2019-08-30,out,False,880028,True,8,0,384,2019-08-01,384
166377,2019-08-30,out,False,880026,False,24,1653,1864,2019-08-01,211
166377,2019-08-30,in,False,880028,False,1,45,65,2019-08-01,20
166377,2019-08-30,out,False,880022,False,1,239,257,2019-08-01,18
166377,2019-08-30,out,False,880028,False,14,989,1099,2019-08-01,110
166377,2019-08-30,out,False,880026,True,11,0,292,2019-08-01,292
166377,2019-09-02,in,False,880028,False,2,66,75,2019-09-01,9
166377,2019-09-02,in,False,880026,False,1,31,34,2019-09-01,3
166377,2019-09-02,out,False,880026,False,16,1853,1983,2019-09-01,130
166377,2019-09-02,out,False,880026,True,6,0,168,2019-09-01,168
166377,2019-09-02,out,False,880028,False,20,2529,2687,2019-09-01,158
166377,2019-09-02,out,True,880020,True,2,0,0,2019-09-01,0
166377,2019-09-02,out,False,880020,True,2,0,3,2019-09-01,3
166377,2019-09-03,out,False,880028,False,17,1573,1733,2019-09-01,160
166377,2019-09-03,out,False,880026,False,23,2054,2198,2019-09-01,144
166377,2019-09-03,out,False,880028,True,18,0,416,2019-09-01,416
166377,2019-09-03,out,False,880026,True,8,0,248,2019-09-01,248
166377,2019-09-03,out,False,880028,True,18,0,416,2019-09-01,416
166377,2019-09-04,out,True,880022,True,1,0,2,2019-09-01,2
166377,2019-09-04,out,False,880026,True,7,0,164,2019-09-01,164
166377,2019-09-04,out,False,880022,False,3,360,395,2019-09-01,35
166377,2019-09-04,out,False,880022,True,1,0,55,2019-09-01,55
166377,2019-09-04,out,True,880028,True,1,0,1,2019-09-01,1
166377,2019-09-04,out,False,880026,False,27,2176,2393,2019-09-01,217
166377,2019-09-04,in,False,880028,False,1,195,208,2019-09-01,13
166377,2019-09-04,out,False,880028,False,15,2539,2613,2019-09-01,74
166377,2019-09-04,out,False,880028,True,19,0,230,2019-09-01,230
166377,2019-09-05,out,False,880026,True,6,0,242,2019-09-01,242
166377,2019-09-05,out,False,880026,False,21,2748,2928,2019-09-01,180
166377,2019-09-05,in,False,880020,False,1,63,70,2019-09-01,7
166377,2019-09-05,out,False,880028,False,8,983,1010,2019-09-01,27
166377,2019-09-05,out,False,880028,True,9,0,247,2019-09-01,247
166377,2019-09-05,in,False,880026,False,1,63,65,2019-09-01,2
166377,2019-09-05,out,True,880022,True,2,0,0,2019-09-01,0
166377,2019-09-05,out,False,880022,False,6,746,760,2019-09-01,14
166377,2019-09-05,out,False,880022,False,6,746,760,2019-09-01,14
166377,2019-09-06,out,True,880022,True,2,0,0,2019-09-01,0
166377,2019-09-06,out,False,880022,False,5,1243,1265,2019-09-01,22
166377,2019-09-06,out,False,880028,True,9,0,392,2019-09-01,392
166377,2019-09-06,out,False,880028,False,13,1304,1441,2019-09-01,137
166377,2019-09-06,out,True,880026,True,1,0,3,2019-09-01,3
166377,2019-09-06,in,False,880020,False,1,48,56,2019-09-01,8
166377,2019-09-06,out,False,880022,True,4,0,112,2019-09-01,112
166377,2019-09-06,out,False,880026,False,14,1045,1127,2019-09-01,82
166377,2019-09-09,out,False,880026,True,5,0,114,2019-09-01,114
166377,2019-09-09,out,False,880028,True,9,0,316,2019-09-01,316
166377,2019-09-09,out,False,880022,False,4,234,302,2019-09-01,68
166377,2019-09-09,out,False,880026,False,16,1479,1616,2019-09-01,137
166377,2019-09-09,out,False,880022,True,5,0,192,2019-09-01,192
166377,2019-09-09,in,False,880020,False,1,54,58,2019-09-01,4
166377,2019-09-09,in,False,880026,False,1,32,40,2019-09-01,8
166377,2019-09-09,out,False,880028,False,18,1601,1806,2019-09-01,205
166377,2019-09-10,out,False,880028,True,19,0,552,2019-09-01,552
166377,2019-09-10,out,False,880022,True,1,0,54,2019-09-01,54
166377,2019-09-10,out,False,880028,False,29,2082,2256,2019-09-01,174
166377,2019-09-10,out,False,880026,False,32,2451,2620,2019-09-01,169
166377,2019-09-10,out,False,880022,False,2,88,91,2019-09-01,3
166377,2019-09-10,out,False,880026,True,6,0,178,2019-09-01,178
166377,2019-09-10,out,False,880022,True,1,0,54,2019-09-01,54
166377,2019-09-11,out,False,880026,False,16,1452,1529,2019-09-01,77
166377,2019-09-11,out,False,880022,False,5,479,533,2019-09-01,54
166377,2019-09-11,out,False,880028,False,22,2226,2423,2019-09-01,197
166377,2019-09-11,out,False,880022,True,3,0,92,2019-09-01,92
166377,2019-09-11,in,False,880028,False,1,152,158,2019-09-01,6
166377,2019-09-11,out,True,880022,True,2,0,0,2019-09-01,0
166377,2019-09-11,out,False,880028,True,6,0,144,2019-09-01,144
166377,2019-09-11,out,False,880026,True,5,0,86,2019-09-01,86
166377,2019-09-11,out,False,880028,True,6,0,144,2019-09-01,144
166377,2019-09-11,out,False,880022,True,3,0,92,2019-09-01,92
166377,2019-09-12,in,False,880028,False,1,69,73,2019-09-01,4
166377,2019-09-12,out,False,880028,True,10,0,297,2019-09-01,297
166377,2019-09-12,out,False,880028,False,16,1030,1161,2019-09-01,131
166377,2019-09-12,in,False,880020,False,1,45,49,2019-09-01,4
166377,2019-09-12,out,False,880022,True,6,0,232,2019-09-01,232
166377,2019-09-12,out,False,880026,False,25,2311,2403,2019-09-01,92
166377,2019-09-12,out,False,880026,True,3,0,118,2019-09-01,118
166377,2019-09-12,out,False,880022,False,1,147,150,2019-09-01,3
166377,2019-09-12,in,False,880020,False,1,45,49,2019-09-01,4
166377,2019-09-12,out,False,880028,False,16,1030,1161,2019-09-01,131
166377,2019-09-13,out,False,880026,False,25,1906,2034,2019-09-01,128
166377,2019-09-13,out,False,880028,True,3,0,63,2019-09-01,63
166377,2019-09-13,out,False,880022,True,3,0,116,2019-09-01,116
166377,2019-09-13,out,False,880028,False,26,2569,2861,2019-09-01,292
166377,2019-09-13,out,False,880022,False,1,71,74,2019-09-01,3
166377,2019-09-13,in,False,880020,False,1,39,43,2019-09-01,4
166377,2019-09-13,out,False,880026,True,11,0,138,2019-09-01,138
166377,2019-09-16,out,False,880026,True,7,0,99,2019-09-01,99
166377,2019-09-16,out,False,880028,True,15,0,229,2019-09-01,229
166377,2019-09-16,out,False,880026,False,31,2587,2797,2019-09-01,210
166377,2019-09-16,in,False,880026,False,1,28,34,2019-09-01,6
166377,2019-09-16,out,False,880028,False,22,3047,3224,2019-09-01,177
166377,2019-09-16,out,False,880026,True,7,0,99,2019-09-01,99
166377,2019-09-17,out,False,880022,False,1,126,128,2019-09-01,2
166377,2019-09-17,in,False,880028,False,1,247,250,2019-09-01,3
166377,2019-09-17,out,False,880028,True,23,0,651,2019-09-01,651
166377,2019-09-17,out,False,880026,False,16,790,946,2019-09-01,156
166377,2019-09-17,out,False,880028,False,35,2507,2787,2019-09-01,280
166377,2019-09-17,out,False,880022,True,7,0,212,2019-09-01,212
166377,2019-09-17,out,False,880026,True,2,0,0,2019-09-01,0
166377,2019-09-18,out,False,880026,False,4,299,315,2019-09-01,16
166377,2019-09-18,out,False,880022,True,2,0,103,2019-09-01,103
166377,2019-09-18,out,False,880028,False,20,2447,2634,2019-09-01,187
166377,2019-09-18,out,False,880022,False,1,71,73,2019-09-01,2
166377,2019-09-18,out,False,880026,True,2,0,38,2019-09-01,38
166377,2019-09-18,out,False,880028,True,7,0,201,2019-09-01,201
166377,2019-09-19,in,False,880028,False,1,21,23,2019-09-01,2
166377,2019-09-19,out,False,880026,True,8,0,192,2019-09-01,192
166377,2019-09-19,out,False,880022,False,2,359,364,2019-09-01,5
166377,2019-09-19,out,False,880022,True,8,0,251,2019-09-01,251
166377,2019-09-19,out,True,880022,True,1,0,1,2019-09-01,1
166377,2019-09-19,out,False,880028,True,23,0,700,2019-09-01,700
166377,2019-09-19,out,False,880028,False,18,1638,1775,2019-09-01,137
166377,2019-09-19,out,False,880026,False,30,2666,2808,2019-09-01,142
166377,2019-09-20,out,False,880028,True,17,0,552,2019-09-01,552
166377,2019-09-20,out,False,880022,False,1,219,221,2019-09-01,2
166377,2019-09-20,out,False,880022,True,10,0,509,2019-09-01,509
166377,2019-09-20,out,False,880026,False,28,2310,2473,2019-09-01,163
166377,2019-09-20,out,False,880028,False,17,1683,1848,2019-09-01,165
166377,2019-09-20,in,False,880020,False,1,17,28,2019-09-01,11
166377,2019-09-20,out,False,880026,True,15,0,393,2019-09-01,393
166377,2019-09-23,out,False,880028,True,24,0,509,2019-09-01,509
166377,2019-09-23,out,False,880026,True,13,0,401,2019-09-01,401
166377,2019-09-23,out,False,880028,False,24,2181,2368,2019-09-01,187
166377,2019-09-23,out,False,880026,False,21,2375,2485,2019-09-01,110
166377,2019-09-23,out,False,880022,True,2,0,13,2019-09-01,13
166377,2019-09-23,out,True,880028,True,1,0,2,2019-09-01,2
166377,2019-09-23,in,False,880026,False,1,43,49,2019-09-01,6
166377,2019-09-23,out,False,880022,False,3,351,385,2019-09-01,34
166377,2019-09-23,out,False,880026,False,21,2375,2485,2019-09-01,110
166377,2019-09-24,out,False,880026,True,8,0,100,2019-09-01,100
166377,2019-09-24,in,False,880028,False,3,158,169,2019-09-01,11
166377,2019-09-24,out,False,880028,True,13,0,520,2019-09-01,520
166377,2019-09-24,out,False,880026,False,16,1666,1767,2019-09-01,101
166377,2019-09-24,out,False,880022,False,3,353,366,2019-09-01,13
166377,2019-09-24,out,False,880022,True,1,0,38,2019-09-01,38
166377,2019-09-24,out,False,880028,False,26,2570,2755,2019-09-01,185
166377,2019-09-25,out,False,880022,False,7,1316,1352,2019-09-01,36
166377,2019-09-25,out,False,880022,True,8,0,423,2019-09-01,423
166377,2019-09-25,out,False,880026,False,18,1862,1925,2019-09-01,63
166377,2019-09-25,out,False,880028,True,14,0,193,2019-09-01,193
166377,2019-09-25,out,False,880026,True,6,0,50,2019-09-01,50
166377,2019-09-25,out,False,880028,False,22,1216,1352,2019-09-01,136
166377,2019-09-25,out,False,880022,True,8,0,423,2019-09-01,423
166377,2019-09-25,out,False,880026,True,6,0,50,2019-09-01,50
166377,2019-09-26,out,False,880028,True,29,0,553,2019-09-01,553
166377,2019-09-26,out,False,880026,False,16,1250,1308,2019-09-01,58
166377,2019-09-26,out,False,880028,False,26,2303,2570,2019-09-01,267
166377,2019-09-26,out,False,880022,False,3,2411,2419,2019-09-01,8
166377,2019-09-26,out,False,880026,True,14,0,87,2019-09-01,87
166377,2019-09-26,in,False,880028,False,1,88,96,2019-09-01,8
166377,2019-09-26,out,False,880022,False,3,2411,2419,2019-09-01,8
166377,2019-09-27,out,False,880026,False,11,1854,1897,2019-09-01,43
166377,2019-09-27,out,False,880026,True,3,0,87,2019-09-01,87
166377,2019-09-27,out,False,880022,False,1,84,86,2019-09-01,2
166377,2019-09-27,out,False,880022,True,1,0,44,2019-09-01,44
166377,2019-09-27,out,False,880028,False,19,921,1171,2019-09-01,250
166377,2019-09-27,in,False,880026,False,1,6,12,2019-09-01,6
166377,2019-09-27,out,False,880028,True,21,0,475,2019-09-01,475
166377,2019-09-27,out,False,880028,False,19,921,1171,2019-09-01,250
166377,2019-09-30,out,False,880020,False,4,724,749,2019-09-01,25
166377,2019-09-30,out,False,880022,False,1,144,146,2019-09-01,2
166377,2019-09-30,out,False,880020,True,4,0,12,2019-09-01,12
166377,2019-10-01,out,False,880026,False,19,2023,2155,2019-10-01,132
166377,2019-10-01,out,False,880020,False,1,106,108,2019-10-01,2
166377,2019-10-01,out,False,880026,True,3,0,102,2019-10-01,102
166377,2019-10-02,out,False,880026,True,3,0,69,2019-10-01,69
166377,2019-10-02,in,False,880026,False,3,556,568,2019-10-01,12
166377,2019-10-02,out,False,880028,True,10,0,313,2019-10-01,313
166377,2019-10-02,out,False,880028,False,19,1768,1957,2019-10-01,189
166377,2019-10-02,out,False,880026,False,20,1762,1880,2019-10-01,118
166377,2019-10-03,out,False,880020,False,1,71,73,2019-10-01,2
166377,2019-10-03,out,False,880022,False,1,48,50,2019-10-01,2
166377,2019-10-03,out,True,880026,True,2,0,0,2019-10-01,0
166377,2019-10-03,out,False,880026,False,19,1367,1530,2019-10-01,163
166377,2019-10-03,out,False,880028,False,19,1430,1565,2019-10-01,135
166377,2019-10-03,in,False,880028,False,2,133,140,2019-10-01,7
166377,2019-10-03,out,False,880028,True,24,0,680,2019-10-01,680
166377,2019-10-03,out,False,880026,True,1,0,23,2019-10-01,23
166377,2019-10-03,out,False,880028,True,24,0,680,2019-10-01,680
166377,2019-10-03,out,False,880026,True,1,0,23,2019-10-01,23
166377,2019-10-04,out,False,880028,False,20,2393,2658,2019-10-01,265
166377,2019-10-04,out,False,880028,True,19,0,447,2019-10-01,447
166377,2019-10-04,out,False,880022,False,1,513,520,2019-10-01,7
166377,2019-10-04,out,True,880026,True,1,0,0,2019-10-01,0
166377,2019-10-04,out,False,880026,False,23,2086,2256,2019-10-01,170
166377,2019-10-04,out,True,880026,True,1,0,0,2019-10-01,0
166377,2019-10-07,out,False,880026,False,21,2024,2136,2019-10-01,112
166377,2019-10-07,out,False,880026,True,16,0,163,2019-10-01,163
166377,2019-10-07,in,False,880028,False,1,19,31,2019-10-01,12
166377,2019-10-07,out,True,880026,True,1,0,1,2019-10-01,1
166377,2019-10-07,out,False,880028,True,15,0,460,2019-10-01,460
166377,2019-10-07,out,False,880028,False,12,494,582,2019-10-01,88
166377,2019-10-08,out,False,880026,True,6,0,21,2019-10-01,21
166377,2019-10-08,in,False,880028,False,1,18,25,2019-10-01,7
166377,2019-10-08,out,False,880028,False,18,2470,2570,2019-10-01,100
166377,2019-10-08,out,False,880028,True,12,0,355,2019-10-01,355
166377,2019-10-08,out,False,880026,False,24,2003,2170,2019-10-01,167
166377,2019-10-08,out,False,880028,False,18,2470,2570,2019-10-01,100
166377,2019-10-09,out,False,880028,True,12,0,266,2019-10-01,266
166377,2019-10-09,out,False,880026,False,14,1237,1333,2019-10-01,96
166377,2019-10-09,out,False,880028,False,13,658,753,2019-10-01,95
166377,2019-10-09,out,False,880026,True,4,0,77,2019-10-01,77
166377,2019-10-10,out,False,880028,False,19,2020,2132,2019-10-01,112
166377,2019-10-10,out,False,880026,True,6,0,83,2019-10-01,83
166377,2019-10-10,out,False,880028,True,14,0,375,2019-10-01,375
166377,2019-10-10,out,False,880026,False,22,1597,1710,2019-10-01,113
166377,2019-10-11,out,False,880028,True,7,0,235,2019-10-01,235
166377,2019-10-11,out,True,880026,True,1,0,0,2019-10-01,0
166377,2019-10-11,out,False,880028,False,32,2835,3100,2019-10-01,265
166377,2019-10-11,in,False,880026,False,3,100,113,2019-10-01,13
166377,2019-10-11,out,False,880026,True,1,0,46,2019-10-01,46
166377,2019-10-11,in,False,880028,False,1,220,223,2019-10-01,3
166377,2019-10-11,out,False,880026,False,12,963,1040,2019-10-01,77
166377,2019-10-11,in,False,880028,False,1,220,223,2019-10-01,3
166377,2019-10-11,out,False,880028,False,32,2835,3100,2019-10-01,265
166377,2019-10-14,out,False,880026,False,9,1069,1151,2019-10-01,82
166377,2019-10-14,out,False,880026,True,5,0,117,2019-10-01,117
166377,2019-10-14,out,False,880028,False,17,1819,2006,2019-10-01,187
166377,2019-10-14,out,False,880028,True,18,0,692,2019-10-01,692
166377,2019-10-14,out,False,880028,True,18,0,692,2019-10-01,692
166377,2019-10-15,out,False,880028,False,14,1087,1182,2019-10-01,95
166377,2019-10-15,out,False,880026,True,7,0,114,2019-10-01,114
166377,2019-10-15,out,False,880026,False,15,1270,1340,2019-10-01,70
166377,2019-10-15,out,False,880028,True,19,0,237,2019-10-01,237
166377,2019-10-15,in,False,880022,False,1,13,31,2019-10-01,18
166377,2019-10-15,out,False,880022,False,2,34,42,2019-10-01,8
166377,2019-10-16,out,False,880026,True,6,0,101,2019-10-01,101
166377,2019-10-16,out,False,880028,True,15,0,356,2019-10-01,356
166377,2019-10-16,in,False,880028,False,1,23,26,2019-10-01,3
166377,2019-10-16,out,False,880022,False,3,409,421,2019-10-01,12
166377,2019-10-16,out,False,880026,False,14,2066,2147,2019-10-01,81
166377,2019-10-16,out,False,880028,False,28,2288,2536,2019-10-01,248
166377,2019-10-17,out,False,880028,False,24,2228,2404,2019-10-01,176
166377,2019-10-17,out,False,880028,True,20,0,421,2019-10-01,421
166377,2019-10-17,out,False,880026,True,5,0,112,2019-10-01,112
166377,2019-10-17,out,False,880026,False,22,2431,2526,2019-10-01,95
166377,2019-10-18,out,False,880028,True,11,0,323,2019-10-01,323
166377,2019-10-18,out,False,880028,False,20,1693,1889,2019-10-01,196
166377,2019-10-18,out,False,880022,False,2,802,809,2019-10-01,7
166377,2019-10-18,out,False,880026,True,4,0,139,2019-10-01,139
166377,2019-10-18,out,False,880026,False,15,2146,2234,2019-10-01,88
166377,2019-10-18,out,False,880028,False,20,1693,1889,2019-10-01,196
166377,2019-10-21,out,False,880028,True,16,0,667,2019-10-01,667
166377,2019-10-21,out,False,880028,False,21,1403,1633,2019-10-01,230
166377,2019-10-21,in,False,880028,False,1,96,99,2019-10-01,3
166377,2019-10-21,out,False,880026,True,5,0,119,2019-10-01,119
166377,2019-10-21,out,False,881278,False,3,465,476,2019-10-01,11
166377,2019-10-21,out,False,880026,False,24,2023,2201,2019-10-01,178
166377,2019-10-21,out,True,880026,True,1,0,0,2019-10-01,0
166377,2019-10-22,in,False,880028,False,3,93,101,2019-10-01,8
166377,2019-10-22,out,False,880028,False,18,1738,1863,2019-10-01,125
166377,2019-10-22,out,True,880028,False,1,2,4,2019-10-01,2
166377,2019-10-22,out,False,880028,True,5,0,143,2019-10-01,143
166377,2019-10-22,out,False,880026,False,18,1336,1438,2019-10-01,102
166377,2019-10-22,out,False,880022,True,1,0,6,2019-10-01,6
166377,2019-10-22,out,False,880026,True,9,0,258,2019-10-01,258
166377,2019-10-22,out,False,880022,True,1,0,6,2019-10-01,6
166377,2019-10-22,out,True,880028,False,1,2,4,2019-10-01,2
166377,2019-10-23,out,False,880028,False,19,1127,1347,2019-10-01,220
166377,2019-10-23,out,False,880026,True,11,0,298,2019-10-01,298
166377,2019-10-23,out,False,880028,True,10,0,194,2019-10-01,194
166377,2019-10-23,out,False,880022,False,1,98,103,2019-10-01,5
166377,2019-10-23,out,False,880026,False,23,2555,2649,2019-10-01,94
166377,2019-10-23,in,False,880026,False,1,151,153,2019-10-01,2
166377,2019-10-23,out,False,880028,True,10,0,194,2019-10-01,194
166377,2019-10-23,out,False,880026,True,11,0,298,2019-10-01,298
166377,2019-10-24,in,False,880028,False,1,231,234,2019-10-01,3
166377,2019-10-24,out,False,880026,True,13,0,169,2019-10-01,169
166377,2019-10-24,out,False,880026,False,31,2542,2657,2019-10-01,115
166377,2019-10-24,out,False,880028,True,18,0,338,2019-10-01,338
166377,2019-10-24,out,False,880028,False,24,1721,1923,2019-10-01,202
166377,2019-10-25,in,False,880028,False,1,55,57,2019-10-01,2
166377,2019-10-25,out,False,880028,False,21,1675,1897,2019-10-01,222
166377,2019-10-25,out,False,880026,True,6,0,246,2019-10-01,246
166377,2019-10-25,out,False,880028,True,6,0,102,2019-10-01,102
166377,2019-10-25,out,False,880026,False,22,2127,2278,2019-10-01,151
166377,2019-10-28,out,False,880026,True,10,0,202,2019-10-01,202
166377,2019-10-28,out,False,880028,False,11,522,699,2019-10-01,177
166377,2019-10-28,out,False,880026,False,14,1255,1335,2019-10-01,80
166377,2019-10-28,out,False,880028,True,9,0,181,2019-10-01,181
166377,2019-10-28,out,False,881278,True,1,0,5,2019-10-01,5
166377,2019-10-28,out,False,880028,True,9,0,181,2019-10-01,181
166377,2019-10-29,out,False,880026,False,25,2339,2563,2019-10-01,224
166377,2019-10-29,out,False,880028,True,8,0,277,2019-10-01,277
166377,2019-10-29,in,False,880026,False,1,24,28,2019-10-01,4
166377,2019-10-29,in,False,880028,False,1,152,156,2019-10-01,4
166377,2019-10-29,out,False,880026,True,7,0,135,2019-10-01,135
166377,2019-10-29,out,False,880028,False,33,2036,2388,2019-10-01,352
166377,2019-10-29,out,False,880026,False,25,2339,2563,2019-10-01,224
166377,2019-10-30,out,False,880026,False,25,1515,1646,2019-10-01,131
166377,2019-10-30,out,False,880028,False,19,2105,2245,2019-10-01,140
166377,2019-10-30,out,False,880026,True,16,0,301,2019-10-01,301
166377,2019-10-30,out,False,880028,True,10,0,330,2019-10-01,330
166377,2019-10-30,in,False,880028,False,4,166,180,2019-10-01,14
166377,2019-10-31,out,False,880026,True,5,0,107,2019-10-01,107
166377,2019-10-31,in,False,880026,False,1,41,48,2019-10-01,7
166377,2019-10-31,in,False,880028,False,2,66,70,2019-10-01,4
166377,2019-10-31,out,False,880026,False,17,2176,2349,2019-10-01,173
166377,2019-10-31,out,False,880028,True,9,0,300,2019-10-01,300
166377,2019-10-31,out,False,880028,False,25,1631,1847,2019-10-01,216
166377,2019-10-31,out,False,880026,False,17,2176,2349,2019-10-01,173
166377,2019-11-01,out,False,880028,True,17,0,647,2019-11-01,647
